"Latitude","Longitude","Family","Cover_Class","Number","Observation","Genus_species"
"35.238685","-115.798725","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2B","Echinocereus engelmannii"
"35.238685","-115.798725","Boraginaceae","Gravel","4","MJV4-15-BIO-VT-6,5-2B","Pectocarya penicillata"
"35.238685","-115.798725","Poaceae","Gravel","3","MJV4-15-BIO-VT-6,5-2B","Unknown"
"35.238685","-115.798725","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2B","Plagiobothrys jonesii"
"35.238685","-115.798725","Null","Gravel","1","MJV4-15-BIO-VT-6,5-2B","Unknown"
"35.238704","-115.798686","Poaceae","Live Plant","13","MJV4-15-BIO-VT-6,5-2C","Unknown"
"35.238704","-115.798686","Null","Live Plant","1","MJV4-15-BIO-VT-6,5-2C","Unknown"
"35.238704","-115.798686","Boraginaceae","Live Plant","2","MJV4-15-BIO-VT-6,5-2C","Plagiobothrys jonesii"
"35.238704","-115.798686","Null","Live Plant","3","MJV4-15-BIO-VT-6,5-2C","Unknown"
"35.238704","-115.798686","Fabaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2C","Acmispon strigosus"
"35.238704","-115.798686","Poaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2C","Dasyochloa pulchella"
"35.238739","-115.798631","Poaceae","Live Plant","9","MJV4-15-BIO-VT-6,5-2D","Dasyochloa pulchella"
"35.238739","-115.798631","Boraginaceae","Live Plant","7","MJV4-15-BIO-VT-6,5-2D","Plagiobothrys jonesii"
"35.238739","-115.798631","Poaceae","Live Plant","15","MJV4-15-BIO-VT-6,5-2D","Unknown"
"35.238739","-115.798631","Boraginaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2D","Pectocarya penicillata"
"35.238759","-115.798645","Poaceae","Gravel","13","MJV4-15-BIO-VT-6,5-2E","Unknown"
"35.238759","-115.798645","Agaveceae","Gravel","2","MJV4-15-BIO-VT-6,5-2E","Yucca schidigera"
"35.238759","-115.798645","Parmeliaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2E","Bryoria"
"35.238759","-115.798645","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2E","Acmispon strigosus"
"35.238852","-115.798557","Zygophyllaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Larrea tridentata"
"35.238852","-115.798557","Agaveceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Yucca schidigera"
"35.238852","-115.798557","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Acmispon strigosus"
"35.238852","-115.798557","Malvaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Sphaeralcea ambigua"
"35.238852","-115.798557","Parmeliaceae","Gravel","1","MJV4-15-BIO-VT-6,5-2F","Bryoria"
"35.238885","-115.798526","Boraginaceae","Rock","3","MJV4-15-BIO-VT-6,5-2G","Plagiobothrys jonesii"
"35.238885","-115.798526","Fabaceae","Rock","1","MJV4-15-BIO-VT-6,5-2G","Acmispon strigosus"
"35.238885","-115.798526","Boraginaceae","Rock","1","MJV4-15-BIO-VT-6,5-2G","Pectocarya penicillata"
"35.238885","-115.798526","Poaceae","Rock","19","MJV4-15-BIO-VT-6,5-2G","Unknown"
"35.238885","-115.798526","Parmeliaceae","Rock","1","MJV4-15-BIO-VT-6,5-2G","Bryoria"
"35.238919","-115.798508","Cactaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Cylindropuntia acanthocarpa"
"35.238919","-115.798508","Agaveceae","Live Plant","2","MJV4-15-BIO-VT-6,5-2H","Yucca schidigera"
"35.238919","-115.798508","Boraginaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Plagiobothrys jonesii"
"35.238919","-115.798508","Cactaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Echinocereus engelmannii"
"35.238919","-115.798508","Fabaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Acmispon strigosus"
"35.238919","-115.798508","Null","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Unknown"
"35.238919","-115.798508","Parmeliaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-2H","Bryoria"
"35.238471","-115.798565","Null","Rock","2","MJV4-15-BIO-VT-6,5-4A","Unknown"
"35.238471","-115.798565","Cactaceae","Rock","2","MJV4-15-BIO-VT-6,5-4A","Cylindropuntia acanthocarpa"
"35.238471","-115.798565","Null","Rock","1","MJV4-15-BIO-VT-6,5-4A","Unknown"
"35.238471","-115.798565","Asteraceae","Rock","1","MJV4-15-BIO-VT-6,5-4A","Stylocline micropoides"
"35.238471","-115.798565","Poaceae","Rock","1","MJV4-15-BIO-VT-6,5-4A","Unknown"
"35.238435","-115.798587","Null","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Unknown"
"35.238435","-115.798587","Brassicaceae","Gravel","2","MJV4-15-BIO-VT-6,5-4B","Lepidium densiflorum"
"35.238435","-115.798587","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Stylocline micropoides"
"35.238435","-115.798587","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Plagiobothrys jonesii"
"35.238435","-115.798587","Poaceae","Gravel","9","MJV4-15-BIO-VT-6,5-4B","Unknown"
"35.238435","-115.798587","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Acmispon strigosus"
"35.238435","-115.798587","Poaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Unknown"
"35.238435","-115.798587","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Pectocarya penicillata"
"35.238435","-115.798587","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4B","Cylindropuntia acanthocarpa"
"35.238393","-115.798617","Boraginaceae","Gravel","4","MJV4-15-BIO-VT-6,5-4C","Pectocarya penicillata"
"35.238393","-115.798617","Polygonaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4C","Chorizanthe rigida"
"35.238393","-115.798617","Boraginaceae","Gravel","2","MJV4-15-BIO-VT-6,5-4C","Plagiobothrys jonesii"
"35.238393","-115.798617","Poaceae","Gravel","2","MJV4-15-BIO-VT-6,5-4C","Dasyochloa pulchella"
"35.238393","-115.798617","Parmeliaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-4C","Bryoria"
"35.238351","-115.79863","Poaceae","Rock","3","MJV4-15-BIO-VT-6,5-4D","Unknown"
"35.238351","-115.79863","Boraginaceae","Rock","2","MJV4-15-BIO-VT-6,5-4D","Pectocarya penicillata"
"35.238351","-115.79863","Brassicaceae","Rock","1","MJV4-15-BIO-VT-6,5-4D","Lepidium densiflorum"
"35.238321","-115.798638","Solanaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4E","Lycium andersonii"
"35.238321","-115.798638","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4E","Cylindropuntia ramosissima"
"35.238321","-115.798638","Poaceae","Gravel","4","MJV4-15-BIO-VT-6,5-4E","Dasyochloa pulchella"
"35.238321","-115.798638","Boraginaceae","Gravel","3","MJV4-15-BIO-VT-6,5-4E","Plagiobothrys jonesii"
"35.238321","-115.798638","Boraginaceae","Gravel","3","MJV4-15-BIO-VT-6,5-4E","Pectocarya penicillata"
"35.2383","-115.798655","Cactaceae","Rock","1","MJV4-15-BIO-VT-6,5-4F","Echinocereus engelmannii"
"35.2383","-115.798655","Zygophyllaceae","Rock","1","MJV4-15-BIO-VT-6,5-4F","Larrea tridentata"
"35.2383","-115.798655","Boraginaceae","Rock","5","MJV4-15-BIO-VT-6,5-4F","Pectocarya penicillata"
"35.2383","-115.798655","Brassicaceae","Rock","2","MJV4-15-BIO-VT-6,5-4F","Lepidium densiflorum"
"35.2383","-115.798655","Geraniaceae","Rock","1","MJV4-15-BIO-VT-6,5-4F","Erodium cicutarium"
"35.2383","-115.798655","Ephedraceae","Rock","1","MJV4-15-BIO-VT-6,5-4F","Ephedra viridis"
"35.238286","-115.79871","Boraginaceae","Gravel","2","MJV4-15-BIO-VT-6,5-4G","Plagiobothrys jonesii"
"35.238286","-115.79871","Poaceae","Gravel","2","MJV4-15-BIO-VT-6,5-4G","Dasyochloa pulchella"
"35.238286","-115.79871","Boraginaceae","Gravel","7","MJV4-15-BIO-VT-6,5-4G","Pectocarya penicillata"
"35.238286","-115.79871","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4G","Acmispon strigosus"
"35.238286","-115.79871","Brassicaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4G","Lepidium densiflorum"
"35.238259","-115.798746","Boraginaceae","Gravel","6","MJV4-15-BIO-VT-6,5-4H","Pectocarya penicillata"
"35.238259","-115.798746","Brassicaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4H","Lepidium densiflorum"
"35.238259","-115.798746","Boraginaceae","Gravel","3","MJV4-15-BIO-VT-6,5-4H","Plagiobothrys jonesii"
"35.238259","-115.798746","Poaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4H","Dasyochloa pulchella"
"35.238259","-115.798746","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-4H","Stylocline micropoides"
"35.238259","-115.798746","Parmeliaceae","Gravel","1","MJV4-15-BIO-VT-6,5-4H","Bryoria"
"35.238228","-115.798773","Polygonaceae","Rock","2","MJV4-15-BIO-VT-6,5-4I","Eriogonum inflatum"
"35.238228","-115.798773","Geraniaceae","Rock","1","MJV4-15-BIO-VT-6,5-4I","Erodium cicutarium"
"35.238228","-115.798773","Brassicaceae","Rock","1","MJV4-15-BIO-VT-6,5-4I","Lepidium densiflorum"
"35.238197","-115.798795","Polygonaceae","Rock","4","MJV4-15-BIO-VT-6,5-4J","Eriogonum inflatum"
"35.238197","-115.798795","Boraginaceae","Rock","2","MJV4-15-BIO-VT-6,5-4J","Plagiobothrys jonesii"
"35.238197","-115.798795","Zygophyllaceae","Rock","1","MJV4-15-BIO-VT-6,5-4J","Larrea tridentata"
"35.238197","-115.798795","Fabaceae","Rock","1","MJV4-15-BIO-VT-6,5-4J","Acmispon strigosus"
"35.238197","-115.798795","Boraginaceae","Rock","2","MJV4-15-BIO-VT-6,5-4J","Pectocarya penicillata"
"35.238406","-115.798336","Malvaceae","Live Plant","2","MJV4-15-BIO-VT-6,5-6A","Sphaeralcea ambigua"
"35.238406","-115.798336","Cleomaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-6A","Peritoma arborea"
"35.238406","-115.798336","Solanaceae","Live Plant","1","MJV4-15-BIO-VT-6,5-6A","Nicotiana obtusifolia"
"35.238406","-115.798336","Poaceae","Live Plant","32","MJV4-15-BIO-VT-6,5-6A","Unknown"
"35.238406","-115.798336","Poaceae","Live Plant","2","MJV4-15-BIO-VT-6,5-6A","Dasyochloa pulchella"
"35.238471","-115.798303","Asteraceae","Gravel","3","MJV4-15-BIO-VT-6,5-6B","Ambrosia dumosa"
"35.238471","-115.798303","Asteraceae","Gravel","4","MJV4-15-BIO-VT-6,5-6B","Stylocline micropoides"
"35.238471","-115.798303","Boraginaceae","Gravel","3","MJV4-15-BIO-VT-6,5-6B","Plagiobothrys jonesii"
"35.238471","-115.798303","Poaceae","Gravel","2","MJV4-15-BIO-VT-6,5-6B","Dasyochloa pulchella"
"35.238471","-115.798303","Brassicaceae","Gravel","2","MJV4-15-BIO-VT-6,5-6B","Lepidium densiflorum"
"35.238471","-115.798303","Boraginaceae","Gravel","3","MJV4-15-BIO-VT-6,5-6B","Pectocarya penicillata"
"35.238471","-115.798303","Poaceae","Gravel","2","MJV4-15-BIO-VT-6,5-6B","Unknown"
"35.238471","-115.798303","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6B","Acmispon strigosus"
"35.238471","-115.798303","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6B","Phacelia crenulata"
"35.238466","-115.798303","Parmeliaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-6C","Bryoria"
"35.238466","-115.798303","Poaceae","Gravel","14","MJV4-15-BIO-VT-6,5-6C","Unknown"
"35.238466","-115.798303","Boraginaceae","Gravel","3","MJV4-15-BIO-VT-6,5-6C","Plagiobothrys jonesii"
"35.238466","-115.798303","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6C","Pectocarya penicillata"
"35.238466","-115.798303","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6C","Cylindropuntia acanthocarpa"
"35.238466","-115.798303","Poaceae","Gravel","2","MJV4-15-BIO-VT-6,5-6C","Dasyochloa pulchella"
"35.238466","-115.798303","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-6C","Stylocline micropoides"
"35.238466","-115.798303","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-6C","Ericameria paniculata"
"35.238511","-115.798154","Poaceae","Gravel","8","MJV4-15-BIO-VT-6,5-6D","Unknown"
"35.238511","-115.798154","Poaceae","Gravel","3","MJV4-15-BIO-VT-6,5-6D","Dasyochloa pulchella"
"35.238511","-115.798154","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6D","Plagiobothrys jonesii"
"35.238546","-115.798132","Poaceae","Gravel","41","MJV4-15-BIO-VT-6,5-6E","Unknown"
"35.238546","-115.798132","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6E","Plagiobothrys jonesii"
"35.238546","-115.798132","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6E","Acmispon strigosus"
"35.238546","-115.798132","Poaceae","Gravel","2","MJV4-15-BIO-VT-6,5-6E","Dasyochloa pulchella"
"35.23856","-115.798103","Poaceae","Gravel","5","MJV4-15-BIO-VT-6,5-6F","Unknown"
"35.23856","-115.798103","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6F","Opuntia basilaris"
"35.23856","-115.798103","Parmeliaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-6F","Bryoria"
"35.23856","-115.798103","Plantaginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6F","Plantago ovata"
"35.23856","-115.798103","Poaceae","Gravel","2","MJV4-15-BIO-VT-6,5-6F","Dasyochloa pulchella"
"35.238595","-115.79804","Cactaceae","Rock","1","MJV4-15-BIO-VT-6,5-6G","Ferocactus cylindraceus"
"35.238595","-115.79804","Poaceae","Rock","10","MJV4-15-BIO-VT-6,5-6G","Unknown"
"35.238595","-115.79804","Polygonaceae","Rock","1","MJV4-15-BIO-VT-6,5-6G","Eriogonum inflatum"
"35.238595","-115.79804","Boraginaceae","Rock","2","MJV4-15-BIO-VT-6,5-6G","Plagiobothrys jonesii"
"35.238595","-115.79804","Poaceae","Rock","1","MJV4-15-BIO-VT-6,5-6G","Dasyochloa pulchella"
"35.238624","-115.797993","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6H","Echinocereus engelmannii"
"35.238624","-115.797993","Cactaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6H","Cylindropuntia ramosissima"
"35.238624","-115.797993","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-6H","Ambrosia dumosa"
"35.238624","-115.797993","Ephedraceae","Gravel","1","MJV4-15-BIO-VT-6,5-6H","Ephedra viridis"
"35.238624","-115.797993","Poaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6H","Unknown"
"35.238624","-115.797993","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-6H","Acmispon strigosus"
"35.238649","-115.797975","Cactaceae","Live Plant","2","MJV4-15-BIO-VT-6,5-6I","Cylindropuntia acanthocarpa"
"35.238649","-115.797975","Ephedraceae","Live Plant","1","MJV4-15-BIO-VT-6,5-6I","Ephedra viridis"
"35.238649","-115.797975","Asteraceae","Live Plant","1","MJV4-15-BIO-VT-6,5-6I","Encelia farinosa"
"35.238758","-115.798798","Asteraceae","Gravel","2","MJV4-15-BIO-VT-6,5-1A","Nicolletia occidentalis"
"35.238758","-115.798798","Boraginaceae","Gravel","2","MJV4-15-BIO-VT-6,5-1A","Plagiobothrys jonesii"
"35.238758","-115.798798","Boraginaceae","Gravel","4","MJV4-15-BIO-VT-6,5-1A","Pectocarya penicillata"
"35.238758","-115.798798","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1A","Acmispon strigosus"
"35.238758","-115.798798","Poaceae","Gravel","10","MJV4-15-BIO-VT-6,5-1A","Bromus madritensis ssp. rubens"
"35.238776","-115.798809","Poaceae","Gravel","6","MJV4-15-BIO-VT-6,5-1B","Unknown"
"35.238776","-115.798809","Poaceae","Gravel","3","MJV4-15-BIO-VT-6,5-1B","Bromus madritensis ssp. rubens"
"35.238776","-115.798809","Boraginaceae","Gravel","7","MJV4-15-BIO-VT-6,5-1B","Pectocarya penicillata"
"35.238776","-115.798809","Boraginaceae","Gravel","5","MJV4-15-BIO-VT-6,5-1B","Plagiobothrys jonesii"
"35.238776","-115.798809","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-1B","Stylocline micropoides"
"35.238776","-115.798809","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1B","Acmispon strigosus"
"35.238776","-115.798809","Boraginaceae","Gravel","2","MJV4-15-BIO-VT-6,5-1B","Pectocarya penicillata"
"35.238695","-115.798865","Boraginaceae","Gravel","5","MJV4-15-BIO-VT-6,5-1C","Plagiobothrys jonesii"
"35.238695","-115.798865","Poaceae","Gravel","13","MJV4-15-BIO-VT-6,5-1C","Bromus madritensis ssp. rubens"
"35.238695","-115.798865","Boraginaceae","Gravel","20","MJV4-15-BIO-VT-6,5-1C","Pectocarya penicillata"
"35.238695","-115.798865","Poaceae","Gravel","8","MJV4-15-BIO-VT-6,5-1C","Unknown"
"35.238713","-115.798865","Poaceae","Sand","9","MJV4-15-BIO-VT-6,5-1D","Unknown"
"35.238713","-115.798865","Poaceae","Sand","3","MJV4-15-BIO-VT-6,5-1D","Bromus madritensis ssp. rubens"
"35.238713","-115.798865","Boraginaceae","Sand","2","MJV4-15-BIO-VT-6,5-1D","Plagiobothrys jonesii"
"35.238713","-115.798865","Boraginaceae","Sand","6","MJV4-15-BIO-VT-6,5-1D","Pectocarya penicillata"
"35.238713","-115.798865","Fabaceae","Sand","4","MJV4-15-BIO-VT-6,5-1D","Acmispon strigosus"
"35.238713","-115.798865","Cactaceae","Sand","2","MJV4-15-BIO-VT-6,5-1D","Cylindropuntia echinocarpa"
"35.238669","-115.798964","Zygophyllaceae","Rock","1","MJV4-15-BIO-VT-6,5-1E","Larrea tridentata"
"35.238669","-115.798964","Asteraceae","Rock","1","MJV4-15-BIO-VT-6,5-1E","Chaenactis fremontii"
"35.238669","-115.798964","Boraginaceae","Rock","2","MJV4-15-BIO-VT-6,5-1E","Pectocarya penicillata"
"35.238669","-115.798964","Brassicaceae","Rock","1","MJV4-15-BIO-VT-6,5-1E","Physaria tenella"
"35.238714","-115.79892","Geraniaceae","Gravel","21","MJV4-15-BIO-VT-6,5-1F","Erodium cicutarium"
"35.238714","-115.79892","Geraniaceae","Gravel","4","MJV4-15-BIO-VT-6,5-1F","Erodium cicutarium"
"35.238714","-115.79892","Fabaceae","Gravel","2","MJV4-15-BIO-VT-6,5-1F","Acmispon strigosus"
"35.238678","-115.798909","Cactaceae","Gravel","4","MJV4-15-BIO-VT-6,5-1G","Cylindropuntia ramosissima"
"35.238678","-115.798909","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1G","Pectocarya penicillata"
"35.238678","-115.798909","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1G","Plagiobothrys jonesii"
"35.238678","-115.798909","Poaceae","Gravel","4","MJV4-15-BIO-VT-6,5-1G","Unknown"
"35.238678","-115.798909","Brassicaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1G","Lepidium densiflorum"
"35.238815","-115.799094","Poaceae","Gravel","6","MJV4-15-BIO-VT-6,5-1H","Unknown"
"35.238777","-115.798919","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1I","Acmispon strigosus"
"35.238777","-115.798919","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1I","Pectocarya penicillata"
"35.238777","-115.798919","Polygonaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1I","Eriogonum inflatum"
"35.238777","-115.798919","Poaceae","Gravel","6","MJV4-15-BIO-VT-6,5-1I","Unknown"
"35.238777","-115.798919","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1I","Phacelia crenulata"
"35.238544","-115.799054","Zygophyllaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1J","Larrea tridentata"
"35.238544","-115.799054","Ephedraceae","Gravel","1","MJV4-15-BIO-VT-6,5-1J","Ephedra viridis"
"35.238544","-115.799054","Poaceae","Gravel","12","MJV4-15-BIO-VT-6,5-1J","Unknown"
"35.238544","-115.799054","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1J","Pectocarya penicillata"
"35.238544","-115.799054","Poaceae","Gravel","3","MJV4-15-BIO-VT-6,5-1J","Bromus madritensis ssp. rubens"
"35.238544","-115.799054","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-1J","Plagiobothrys jonesii"
"35.238449","-115.798594","Cactaceae","Live plant","1","MJV4-15-BIO-VT-6,5-3A","Cylindropuntia ramosissima"
"35.238449","-115.798594","Cactaceae","Live plant","1","MJV4-15-BIO-VT-6,5-3A","Echinocereus engelmannii"
"35.238449","-115.798594","Brassicaceae","Live plant","1","MJV4-15-BIO-VT-6,5-3A","Lepidium densiflorum"
"35.238449","-115.798594","Boraginaceae","Live plant","6","MJV4-15-BIO-VT-6,5-3A","Plagiobothrys jonesii"
"35.238449","-115.798594","Boraginaceae","Live plant","4","MJV4-15-BIO-VT-6,5-3A","Pectocarya"
"35.238449","-115.798594","Poaceae","Live plant","7","MJV4-15-BIO-VT-6,5-3A","Unknown"
"35.23863","-115.798635","Brassicaceae","Rock","4","MJV4-15-BIO-VT-6,5-3B","Lepidium densiflorum"
"35.23863","-115.798635","Boraginaceae","Rock","4","MJV4-15-BIO-VT-6,5-3B","Pectocarya penicillata"
"35.23863","-115.798635","Poaceae","Rock","2","MJV4-15-BIO-VT-6,5-3B","Unknown"
"35.23863","-115.798635","Poaceae","Rock","1","MJV4-15-BIO-VT-6,5-3B","Bromus madritensis ssp. rubens"
"35.23863","-115.798635","Boraginaceae","Rock","1","MJV4-15-BIO-VT-6,5-3B","Plagiobothrys jonesii"
"35.238778","-115.799018","Boraginaceae","Gravel","13","MJV4-15-BIO-VT-6,5-3C","Pectocarya penicillata"
"35.238778","-115.799018","Brassicaceae","Gravel","1","MJV4-15-BIO-VT-6,5-3C","Lepidium densiflorum"
"35.238778","-115.799018","Asteraceae","Gravel","1","MJV4-15-BIO-VT-6,5-3C","Stylocline micropoides"
"35.238778","-115.799018","Poaceae","Gravel","7","MJV4-15-BIO-VT-6,5-3C","Unknown"
"35.238377","-115.798573","Null","Gravel",NA,"MJV4-15-BIO-VT-6,5-3D","Unknown"
"35.23865","-115.798822","Boraginaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3E","Cryptantha angustifolia"
"35.23865","-115.798822","Boraginaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3E","Cryptandra angustifolia"
"35.23865","-115.798822","Boraginaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3E","Cryptanthus angustifolius"
"35.23865","-115.798822","Boraginaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3E","Pectocarya penicillata"
"35.238189","-115.798719","Cactaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3F","Echinocereus engelmannii"
"35.238189","-115.798719","Zygophyllaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3F","Larrea tridentata"
"35.238189","-115.798719","Cactaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3F","Cylindropuntia acanthocarpa"
"35.238398","-115.798946","Polemoniaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3G","Langloisia setosissima"
"35.238398","-115.798946","Cactaceae","Gravel",NA,"MJV4-15-BIO-VT-6,5-3G","Ferocactus cylindraceus"
"35.238438","-115.798429","Poaceae","Rock","4","MJV4-15-BIO-VT-6,5-5A","Bromus madritensis ssp. rubens"
"35.238438","-115.798429","Poaceae","Rock","3","MJV4-15-BIO-VT-6,5-5A","Unknown"
"35.238438","-115.798429","Cactaceae","Rock","1","MJV4-15-BIO-VT-6,5-5A","Cylindropuntia acanthocarpa"
"35.238438","-115.798429","Asteraceae","Rock","1","MJV4-15-BIO-VT-6,5-5A","Stylocline micropoides"
"35.238438","-115.798429","Boraginaceae","Rock","2","MJV4-15-BIO-VT-6,5-5A","Plagiobothrys jonesii"
"35.238438","-115.798429","Brassicaceae","Rock","1","MJV4-15-BIO-VT-6,5-5A","Lepidium densiflorum"
"35.238438","-115.798429","Fabaceae","Rock","3","MJV4-15-BIO-VT-6,5-5A","Acmispon strigosus"
"35.238474","-115.798385","Poaceae","Gravel","4","MJV4-15-BIO-VT-6,5-5B","Dasyochloa pulchella"
"35.238474","-115.798385","Fabaceae","Gravel","1","MJV4-15-BIO-VT-6,5-5B","Acmispon strigosus"
"35.238474","-115.798385","Brassicaceae","Gravel","2","MJV4-15-BIO-VT-6,5-5B","Lepidium densiflorum"
"35.238474","-115.798385","Boraginaceae","Gravel","1","MJV4-15-BIO-VT-6,5-5B","Amsinckia tessellata"
"35.238474","-115.798385","Asteraceae","Gravel","2","MJV4-15-BIO-VT-6,5-5B","Senecio mohavensis"
"35.23842","-115.798342","Poaceae","Rock","16","MJV4-15-BIO-VT-6,5-5C","Bromus madritensis ssp. rubens"
"35.23842","-115.798342","Brassicaceae","Rock","10","MJV4-15-BIO-VT-6,5-5C","Lepidium densiflorum"
"35.23842","-115.798342","Boraginaceae","Rock","1","MJV4-15-BIO-VT-6,5-5C","Plagiobothrys jonesii"
"35.23842","-115.798342","Boraginaceae","Rock","1","MJV4-15-BIO-VT-6,5-5C","Phacelia crenulata"
"35.23842","-115.798342","Null","Rock","1","MJV4-15-BIO-VT-6,5-5C","Unknown"
"35.238527","-115.798252","Brassicaceae","Rock","7","MJV4-15-BIO-VT-6,5-5D","Lepidium densiflorum"
"35.238527","-115.798252","Poaceae","Rock","5","MJV4-15-BIO-VT-6,5-5D","Bromus madritensis ssp. rubens"
"35.238527","-115.798252","Boraginaceae","Rock","5","MJV4-15-BIO-VT-6,5-5D","Pectocarya penicillata"
"35.238527","-115.798252","Boraginaceae","Rock","1","MJV4-15-BIO-VT-6,5-5D","Plagiobothrys jonesii"
"35.238527","-115.798252","Fabaceae","Rock","1","MJV4-15-BIO-VT-6,5-5D","Acmispon strigosus"
"35.238518","-115.798296","Poaceae","Rock","17","MJV4-15-BIO-VT-6,5-5E","Bromus madritensis ssp. rubens"
"35.238518","-115.798296","Poaceae","Rock","1","MJV4-15-BIO-VT-6,5-5E","Unknown"
"35.238518","-115.798296","Cactaceae","Rock","1","MJV4-15-BIO-VT-6,5-5E","Ferocactus cylindraceus"
"35.238518","-115.798296","Brassicaceae","Rock","1","MJV4-15-BIO-VT-6,5-5E","Lepidium densiflorum"
"35.238518","-115.798296","Asteraceae","Rock","3","MJV4-15-BIO-VT-6,5-5E","Perityle emoryi"
"35.238518","-115.798296","Cactaceae","Rock","1","MJV4-15-BIO-VT-6,5-5E","Cylindropuntia acanthocarpa"
"35.238518","-115.798296","Boraginaceae","Rock","1","MJV4-15-BIO-VT-6,5-5E","Pectocarya penicillata"
"35.238536","-115.798307","Brassicaceae","Gravel","2","MJV4-15-BIO-VT-6,5-5F","Lepidium densiflorum"
"35.238536","-115.798307","Poaceae","Gravel","5","MJV4-15-BIO-VT-6,5-5F","Bromus madritensis ssp. rubens"
