Observation #,Easting,Northing,GPS #,Waypoint,Photo,Camera,Cover Class,Incline,Family,Identify Plant,Match Found?,Match Status?,genus,species,LAT,LONG,Number,Number Total (vascular),Number Unique,Plant Description,Abstract,Team,Correct ID,Notes,QC
"MJV3-15-BIO-VT-7,3-4D",609444.59 m E,3899960.89 m N,1,99,7-May,DE phone,Rock,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 12.293""","-115° 47' 49.862""",1,34,3,Forget Me Not,,Espericueta & Reyes,Y,,SM
"MJV3-15-BIO-VT-7,3-4D",609444.59 m E,3899960.89 m N,1,99,7-May,DE phone,Rock,N/A,Solanaceae,Lycium andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 12.293""","-115° 47' 49.862""",3,34,3,Succulent leaves,,Espericueta & Reyes,Y,Unknown 12B,SM
"MJV3-15-BIO-VT-7,3-4E",609447.97 m E,3899959.49 m N,1,100,10-Aug,DE phone,Gravel,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 12.246""","-115° 47' 49.729""",1,89,6,Mulefat,,Espericueta & Reyes,Y,Unknown 22B,SM
"MJV3-15-BIO-VT-7,3-4F",609449.08 m E,3899958.62 m N,1,101,"11,12",DE phone,Rock,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 12.217""","-115° 47' 49.686""",1,41,3,Mulefat,,Espericueta & Reyes,Y,Unknown 22B,SM
"MJV3-15-BIO-VT-7,3-4G",609460.62 m E,3899959.86 m N,1,102,13-15,DE phone,Gravel,N/A,Solanaceae,Lycium andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 12.253""","-115° 47' 49.229""",2,36,5,Bonsai-looking tree,,Espericueta & Reyes,Y,Unknown 12B,SM
"MJV3-15-BIO-VT-7,3-5A",609423.29 m E,3899953.64 m N,1,103,"MJV3-15-BIO-VT-7,3-5A",DE phone,Rock,N/A,Cleomaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 12.066""","-115° 47' 50.708""",2,8,3,Globe Mallow,,Espericueta & Reyes,Y,,SM
"MJV3-15-BIO-VT-7,3-5F",609400.04 m E,3899964.46 m N,1,108,30-31,DE phone,Rock,N/A,Zygophyllaceae,Larrea tridentata,Yes,Keep,Larrea,tridentata,"35° 14' 12.426""","-115° 47' 51.623""",1,5,2,Creosote,,Espericueta & Reyes,Y,,SM
"MJV3-15-BIO-VT-7,3-5I",609379.10 m E,3899965.75 m N,1,112,42-44,DE phone,Rock,N/A,Asteraceae,Monoptilon bellidiforme,Yes,Keep,Monoptilon,bellidiforme,"35° 14' 12.476""","-115° 47' 52.451""",2,29,5,Desert Star Daisy,,Espericueta & Reyes,Y,,SM
"MJV4-15-BIO-VT-2,2-2A",608878.96 m E,3899849.01 m N,1,481,467-469,,Live Plant,N/A,Polygonaceae,Eriogonum fasciculatum,Yes,Keep,Eriogonum,fasciculatum,"35° 14' 8.884""","-115° 48' 12.290""",2,37,5,Mojave Buckwheat,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2A",608878.96 m E,3899849.01 m N,1,481,467-469,,Live Plant,N/A,Polygonaceae,Lycium Andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 8.884""","-115° 48' 12.290""",2,37,5,Thorn Bush,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2B",608879.65 m E,3899851.79 m N,1,482,471,,Rock/gravel,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 8.974""","-115° 48' 12.262""",2,29,6,Desert Star Daisy,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2C",608882.57 m E,3899851.49 m N,1,484,476,,Gravel,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 8.963""","-115° 48' 12.146""",3,55,5,"Desert trumpet 1 tiny, 1 medium, 1 large",,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2D",608878.98 m E,3899854.89 m N,1,486,478,,Rock,N/A,Asteraceae,Monoptilon bellioides,Yes,Keep,Monoptilon,bellioides,"35° 14' 9.074""","-115° 48' 12.287""",2,77,11,Desert Star Daisy,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2D",608878.98 m E,3899854.89 m N,1,486,479,,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.074""","-115° 48' 12.287""",1,77,11,Common Pepperweed,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2D",608878.98 m E,3899854.89 m N,1,486,478,,Rock,N/A,Polygonaceae,Eriogonum Inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 9.074""","-115° 48' 12.287""",5,77,11,"Desert Trumpet 2 babies, 1 trumpet is giant spider web, Pic #481",,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2D",608878.98 m E,3899854.89 m N,1,486,478,,Rock,N/A,Cleomaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 9.074""","-115° 48' 12.287""",1,77,11,Globemallow Baby,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2D",608878.98 m E,3899854.89 m N,1,486,480,,Rock,N/A,Polemoniaceae,Gilia stellata,Yes,Keep,Gilia,stellata,"35° 14' 9.074""","-115° 48' 12.287""",2,77,11,"Star Gilia - long, very thin green stems with white ster line flower, very small, has red base, curly leaves at bottom, 5 pettals",,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-4D",608887.58 m E,3899850.56 m N,1,491,483,,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.931""","-115° 48' 11.949""",2,9,3,Globemallow,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-4C",608886.77 m E,3899850.55 m N,1,492,484,,Rock,N/A,Polygonaceae,Eriogonum fasciculatum,Yes,Keep,Eriogonum,fasciculatum,"35° 14' 8.931""","-115° 48' 11.981""",1,7,2,Mojave Buckwheat,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-4B",608884.24 m E,3899833.43 m N,1,496,485,,Rock,N/A,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 8.376""","-115° 48' 12.089""",1,13,3,Hedgehog Cactus,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-4B",608884.24 m E,3899833.43 m N,1,496,485,,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 8.376""","-115° 48' 12.089""",2,13,3,Globemallow mostly dead,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-4A",608888.38 m E,3899837.26 m N,1,497,488,,Live Plant,N/A,Cactaceae,Echinocactus polycephalus,Yes,Keep,Echinocactus,polycephalus,"35° 14' 8.499""","-115° 48' 11.923""",1,47,9,Cottontop Cactus,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2E",608900.50 m E,3899866.35 m N,1,498,506,,Rock/gravel,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 9.438""","-115° 48' 11.430""",3,62,5,Globemallow,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2E",608900.50 m E,3899866.35 m N,1,498,506,,Rock/gravel,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 9.438""","-115° 48' 11.430""",6,62,5,Desert trumpet,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2E",608900.50 m E,3899866.35 m N,1,498,506,,Rock/gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 9.438""","-115° 48' 11.430""",2,62,5,"Common Pepperweed Pic #489, Arabidopsis looming, long stem, flat roundish seeds, long stems, tiny white flower at top",,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2F",608897.27 m E,3899877.30 m N,1,499,NA,,Live Plant,N/A,Agavaceae,Yucca schidigera,Yes,Keep,Yucca,schidigera,"35° 14' 9.795""","-115° 48' 11.553""",3,46,6,Mojave Yucca,"Note: hummingbird, looked full grown, eating bladderpod, yellow","Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2F",608897.27 m E,3899877.30 m N,1,499,NA,,Live Plant,N/A,Cactaceae,Ferocactus cylindraceus,Yes,Keep,Ferocactus,cylindraceus,"35° 14' 9.795""","-115° 48' 11.553""",1,46,6,Barrel Cactus,"Note: hummingbird, looked full grown, eating bladderpod, yellow","Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2F",608897.27 m E,3899877.30 m N,1,499,NA,,Live Plant,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 9.795""","-115° 48' 11.553""",1,46,6,Globemallow,"Note: hummingbird, looked full grown, eating bladderpod, yellow","Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2F",608897.27 m E,3899877.30 m N,1,499,NA,,Live Plant,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 9.795""","-115° 48' 11.553""",2,46,6,Desert trumpet,"Note: hummingbird, looked full grown, eating bladderpod, yellow","Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2F",608897.27 m E,3899877.30 m N,1,499,510,,Live Plant,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.795""","-115° 48' 11.553""",1,46,6,Hairy Leaved Comb Bur,"Note: hummingbird, looked full grown, eating bladderpod, yellow","Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2G",608897.27 m E,3899877.30 m N,1,499 (B),517,,Gravel,N/A,Boraginaceae,Cryptantha angustifolia,Yes,Keep,Cryptantha,angustifolia,"35° 14' 9.795""","-115° 48' 11.553""",1,5,5,Forget Me Not,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2G",608897.27 m E,3899877.30 m N,1,499 (B),517,,Gravel,N/A,Cactaceae,Cylindropuntia californica,Yes,Keep,Cylindropuntia,californica,"35° 14' 9.795""","-115° 48' 11.553""",1,5,5,California Cholla,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2H",608897.27 m E,3899877.30 m N,1,500 (B),522,,Rock,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 9.795""","-115° 48' 11.553""",1,141,8,Mulefat,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2I",608922.87 m E,3899890.25 m N,1,501,523,,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 10.205""","-115° 48' 10.534""",2,65,5,Globemallow,"Note: hummingbird, black-bodied bees going into holes of basicular basalt, digging dirt out of holes, near quadrat","Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-2J",608916.18 m E,3899893.94 m N,1,502,529,,Gravel,N/A,Asteraceae,Baccharis salicina,Yes,Keep,Baccharis,salicina,"35° 14' 10.327""","-115° 48' 10.797""",4,7,3,Mulefat,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-4E",608897.11 m E,3899852.67 m N,1,503,530,,Rock,N/A,Polygonaceae,Eriogonum fasciculatum,Yes,Keep,Eriogonum,fasciculatum,"35° 14' 8.995""","-115° 48' 11.571""",2,8,2,Mojave Buckwheat,,"Brittanie Rodriguez, Jenna Baughman",Y,,SM
"MJV4-15-BIO-VT-2,2-4F",608903.44 m E,3899856.07 m N,1,504,531,,Gravel/sand,N/A,Polygonaceae,Eriogonum fasciculatum,Yes,Keep,Eriogonum,fasciculatum,"35° 14' 9.103""","-115° 48' 11.319""",1,,,Mojave Buckwheat,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-2,2-4F",608903.44 m E,3899856.07 m N,1,504,531,,Gravel/sand,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 9.103""","-115° 48' 11.319""",1,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-2,2-4F",608903.44 m E,3899856.07 m N,1,504,531,,Gravel/sand,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 9.103""","-115° 48' 11.319""",1,,,Globemallow,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-2,2-4G",608914.78 m E,3899866.75 m N,1,505,535,,Rock,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 9.445""","-115° 48' 10.865""",1,,,Globemallow,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-2,2-4G",608914.78 m E,3899866.75 m N,1,505,535,,Rock,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 9.445""","-115° 48' 10.865""",4,,,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-2,2-4H",608922.06 m E,3899867.28 m N,1,506,538,,Rock,N/A,Lamiaceae,Scutellaria mexicana,Yes,Keep,Scutellaria,mexicana,"35° 14' 9.460""","-115° 48' 10.577""",1,,,Paper Bag Bush / Mexican Bladdersage,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-2,2-4H",608922.06 m E,3899867.28 m N,1,506,540,,Rock,N/A,Cactaceae,Mammillaria tetrancistra,Yes,Keep,Mammillaria,tetrancistra,"35° 14' 9.460""","-115° 48' 10.577""",1,,,Fishhook Cactus,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-2,2-4H",608922.06 m E,3899867.28 m N,1,506,538,,Rock,N/A,Polygonaceae,Eriogonum inflatum,Yes,Keep,Eriogonum,Inflatum,"35° 14' 9.460""","-115° 48' 10.577""",2,,,Desert trumpet,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2A",609297.80 m E,3900170.76 m N,2,192,545,,Gravel,N/A,Zygophyllaceae,Larrea tridentata,Yes,Keep,Larrea,tridentata,"35° 14' 19.162""","-115° 47' 55.568""",1,18,4,Creosote,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2A",609297.80 m E,3900170.76 m N,2,192,545,,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 19.162""","-115° 47' 55.568""",2,18,4,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2A",609297.80 m E,3900170.76 m N,2,192,546,,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 19.162""","-115° 47' 55.568""",1,18,4,Hairy Leaved Comb bur,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2B",609301.77 m E,3900174.02 m N,2,193,546,,Gravel,N/A,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 19.266""","-115° 47' 55.410""",1,,,Hedgehog Cactus - Blooming,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2B",609301.77 m E,3900174.02 m N,2,193,544,,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 19.266""","-115° 47' 55.410""",4,,,Hairy Leaved Comb bur,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2B",609301.77 m E,3900174.02 m N,2,193,546,,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 19.266""","-115° 47' 55.410""",1,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2C",609305.29 m E,3900176.17 m N,2,194,550,,Live Plant,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 19.334""","-115° 47' 55.270""",1,,,Low woolly grass,,Rodriquez/Baughman,Y,Unknown 23A,SM
"MJV4-15-BIO-VT-6,5-2D",609310.25 m E,3900180.12 m N,2,195,551,,Live Plant,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 19.461""","-115° 47' 55.071""",9,,,Low woolly grass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2D",609310.25 m E,3900180.12 m N,2,195,551,,Live Plant,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 19.461""","-115° 47' 55.071""",7,,,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2D",609310.25 m E,3900180.12 m N,2,195,551,,Live Plant,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 19.461""","-115° 47' 55.071""",1,,,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2E",609308.95 m E,3900182.32 m N,2,196,552,,Gravel,N/A,Agavaceae,Yucca schidigera,Yes,Keep,Yucca,schidigera,"35° 14' 19.532""","-115° 47' 55.122""",2,17,3,Mojave Yucca,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2F",609316.83 m E,3900192.73 m N,2,197,553,,Gravel,N/A,Zygophyllaceae,Larrea tridentata,Yes,Keep,Larrea,tridentata,"35° 14' 19.867""","-115° 47' 54.805""",1,11,4,Creosote,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2F",609316.83 m E,3900192.73 m N,2,197,553,,Gravel,N/A,Agavaceae,Yucca schidigera,Yes,Keep,Yucca,schidigera,"35° 14' 19.867""","-115° 47' 54.805""",1,11,4,Mojave Yucca,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2F",609316.83 m E,3900192.73 m N,2,197,553,,Gravel,N/A,Malvaceae,Sphaeralcea ambigua,Yes,Keep,Sphaeralcea,ambigua,"35° 14' 19.867""","-115° 47' 54.805""",1,11,4,Globemallow,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2G",609319.61 m E,3900196.42 m N,2,198,554,,Rock,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 19.986""","-115° 47' 54.693""",3,25,4,Desert Popcorn,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2G",609319.61 m E,3900196.42 m N,2,198,554,,Rock,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 19.986""","-115° 47' 54.693""",1,25,4,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-2H",609321.20 m E,3900200.21 m N,2,199,555,,Live Plant,N/A,Agavaceae,Yucca schidigera,Yes,Keep,Yucca,schidigera,"35° 14' 20.108""","-115° 47' 54.629""",2,8,6,Yucca,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2H",609321.20 m E,3900200.21 m N,2,199,555,,Live Plant,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 20.108""","-115° 47' 54.629""",1,8,6,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-2H",609321.20 m E,3900200.21 m N,2,199,555,,Live Plant,N/A,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 20.108""","-115° 47' 54.629""",1,8,6,Hedgehog Cactus,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4A",609316.61 m E,3900150.46 m N,2,200,"6,5-4A",,Rock,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 18.495""","-115° 47' 54.834""",1,7,5,Desert Nest Straw,,Rodriquez/Baughman,Y,Unknown 24A,SM
"MJV4-15-BIO-VT-6,5-4B",609314.66 m E,3900146.45 m N,2,201,"6,5-4B",,Gravel,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.366""","-115° 47' 54.913""",2,18,9,Common Pepperweed,,Rodriquez/Baughman,Y,Unknown 8A,SM
"MJV4-15-BIO-VT-6,5-4B",609314.66 m E,3900146.45 m N,2,201,"6,5-4B",,Gravel,N/A,Asteraceae,Stylocline micropoides,Yes,Keep,Stylocline,micropoides,"35° 14' 18.366""","-115° 47' 54.913""",1,18,9,Desert Nest Straw,,Rodriquez/Baughman,Y,Unknown 24A,SM
"MJV4-15-BIO-VT-6,5-4B",609314.66 m E,3900146.45 m N,2,201,"6,5-4B",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.366""","-115° 47' 54.913""",1,18,9,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4B",609314.66 m E,3900146.45 m N,2,201,"6,5-4B",,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 18.366""","-115° 47' 54.913""",1,18,9,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-4C",609311.99 m E,3900141.76 m N,2,202,"6,5-4C",,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 18.215""","-115° 47' 55.021""",4,11,4,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-4C",609311.99 m E,3900141.76 m N,2,202,"6,5-4C",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 18.215""","-115° 47' 55.021""",2,11,4,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4C",609311.99 m E,3900141.76 m N,2,202,"6,5-4C",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 18.215""","-115° 47' 55.021""",2,11,4,Low woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4D",609310.86 m E,3900137.08 m N,2,203,"6,5-4D",,Rock,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 18.063""","-115° 47' 55.068""",2,6,3,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,Unknown 20A,SM
"MJV4-15-BIO-VT-6,5-4D",609310.86 m E,3900137.08 m N,2,203,"6,5-4D",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 18.063""","-115° 47' 55.068""",1,6,3,Common Pepperweed,,Rodriquez/Baughman,Y,Unknown 8A,SM
"MJV4-15-BIO-VT-6,5-4E",609310.17 m E,3900133.75 m N,2,204,"6,5-4E",,Gravel,N/A,Solanaceae,Lycium Andersonii,Yes,Keep,Lycium,andersonii,"35° 14' 17.956""","-115° 47' 55.097""",1,12,5,Thorn Bush,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4E",609310.17 m E,3900133.75 m N,2,204,"6,5-4E",,Gravel,N/A,Cactaceae,Cylindropuntia ramosissima,Yes,Keep,Cylindropuntia,ramosissima,"35° 14' 17.956""","-115° 47' 55.097""",1,12,5,Pencil Cholla,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4E",609310.17 m E,3900133.75 m N,2,204,"6,5-4E",,Gravel,N/A,Poaceae,Dasyochloa pulchella,Yes,Keep,Dasyochloa,pulchella,"35° 14' 17.956""","-115° 47' 55.097""",4,12,5,Low Woollygrass,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4E",609310.17 m E,3900133.75 m N,2,204,"6,5-4E",,Gravel,N/A,Boraginaceae,Plagiobothrys jonesii,Yes,Keep,Plagiobothrys,jonesii,"35° 14' 17.956""","-115° 47' 55.097""",3,12,5,Mojave popcornflower,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4E",609310.17 m E,3900133.75 m N,2,204,"6,5-4E",,Gravel,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 17.956""","-115° 47' 55.097""",3,12,5,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4F",609308.65 m E,3900131.40 m N,2,205,"6,5-4F",,Rock,N/A,Cactaceae,Echinocereus engelmannii,Yes,Keep,Echinocereus,engelmannii,"35° 14' 17.880""","-115° 47' 55.158""",1,11,6,Hedgehog Cactus,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4F",609308.65 m E,3900131.40 m N,2,205,"6,5-4F",,Rock,N/A,Zygophyllaceae,Larrea tridentata,Yes,Keep,Larrea,tridentata,"35° 14' 17.880""","-115° 47' 55.158""",1,11,6,Creosote,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4F",609308.65 m E,3900131.40 m N,2,205,"6,5-4F",,Rock,N/A,Boraginaceae,Pectocarya penicillata,Yes,Keep,Pectocarya,penicillata,"35° 14' 17.880""","-115° 47' 55.158""",5,11,6,Hairy Leaved Comb Bur,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4F",609308.65 m E,3900131.40 m N,2,205,"6,5-4F",,Rock,N/A,Brassicaceae,Lepidium densiflorum,Yes,Keep,Lepidium,densiflorum,"35° 14' 17.880""","-115° 47' 55.158""",2,11,6,Common Pepperweed,,Rodriquez/Baughman,Y,,SM
"MJV4-15-BIO-VT-6,5-4F",609308.65 m E,3900131.40 m N,2,205,"6,5-4F",,Rock,N/A,Geraniaceae,Erodium cicutarium,Yes,Keep,Erodium,cicutarium,"35° 14' 17.880""","-115° 47' 55.158""",1,11,6,Pinweed,,Rodriquez/Baughman,Y,Unknown 26A,SM
"MJV4-15-BIO-VT-6,5-4F",609308.65 m E,3900131.40 m N,2,205,"6,5-4F",,Rock,N/A,Ephedraceae,Ephedra Viridis,Yes,Keep,Ephedra,viridis,"35° 14' 17.880""","-115° 47' 55.158""",1,11,6,Mormon Tea,,Rodriquez/Baughman,Y,,SM
