Object_ID,Observation,GPS,Waypoint,Latitude,Longitude,Date,Team_Members,Camera_Phone,Phicture_ID,Cover_Class,Incline,Average_Slope,Common_Name ,Family,Genus_Species,Number,Total_Vascular_No_Grasses,Number_Unique,Abstract_Notes,Notebook_ID,
257,"MJV14-17-BIO-VT-10,-3-7H",1,46,35.232264,-115.793696,,,Lauren Yang,999-9171,Live plant,,,Mojave Rabbitbush,Asteraceae,Ericameria paniculata,2,5,4,Mojave rabbitbush,,
258,"MJV14-17-BIO-VT-10,-3-7H",1,46,35.232264,-115.793696,,,Lauren Yang,999-9170,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,1,5,4,Mojave yucca,12,
259,"MJV14-17-BIO-VT-10,-3-7I",1,47,35.23225,-115.793661,,,Lauren Yang,999-9174,Live plant,,,Buckhorn Cholla,Cactaceae,Cylindropuntia acanthocarpa,1,TNTC,4,Buckhorn cholla,,
260,"MJV14-17-BIO-VT-10,-3-7I",1,47,35.23225,-115.793661,,,Lauren Yang,999-9174,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,4,TNTC,4,Mormon tea,,
261,"MJV14-17-BIO-VT-10,-3-7I",1,47,35.23225,-115.793661,,,Lauren Yang,999-9174,Live plant,,,Spiky top,Null,Null,TNTC,TNTC,4,Spiky top unknown,,
262,"MJV14-17-BIO-VT-10,-3-7I",1,47,35.23225,-115.793661,,,Lauren Yang,999-9174,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
263,"MJV14-17-BIO-VT-10,-3-7J",1,48,35.232227,-115.793602,,,Lauren Yang,999-9176,Granite,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,4,Creosote bush,,
264,"MJV14-17-BIO-VT-10,-3-7J",1,48,35.232227,-115.793602,,,Lauren Yang,999-9176,Granite,,,Lichen,Null,Null,NA,NA,4,Lichen,,
265,"MJV14-17-BIO-VT-10,-3-7J",1,48,35.232227,-115.793602,,,Lauren Yang,999-9176,Granite,,,Anderson Thornbush,Solanaceae,Lycium andersonii,1,TNTC,4,Anderson thornbush,,
266,"MJV14-17-BIO-VT-10,-3-7J",1,48,35.232227,-115.793602,,,Lauren Yang,999-9176,Granite,,,Spiky top,Null,Null,TNTC,TNTC,4,Spiky top unknown,,
267,"MJV14-17-BIO-VT-10,-3-7J",1,48,35.232227,-115.793602,,,Lauren Yang,999-9176,Granite,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
268,"MJV14-17-BIO-VT-10,-3-8A",1,49,35.23238,-115.793578,,,Pam Lim,1248,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,TNTC,4,White bursage,,
269,"MJV14-17-BIO-VT-10,-3-8A",1,49,35.23238,-115.793578,,,Pam Lim,1248,Gravel,,,Anderson Thornbush,Solanaceae,Lycium andersonii,2,TNTC,4,Anderson thornbush,,
270,"MJV14-17-BIO-VT-10,-3-8A",1,49,35.23238,-115.793578,,,Pam Lim,1248,Gravel,,,Spiky top,Null,Null,1,TNTC,4,Spiky top unknown,,
271,"MJV14-17-BIO-VT-10,-3-8A",1,49,35.23238,-115.793578,,,Pam Lim,1248,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
272,"MJV14-17-BIO-VT-10,-3-8B",1,50,35.23237,-115.793655,,,Pam Lim,1252,Live plant,,,Mojave Rabbitbush,Asteraceae,Ericameria paniculata,1,TNTC,3,Mojave rabbitbush,,
273,"MJV14-17-BIO-VT-10,-3-8B",1,50,35.23237,-115.793655,,,Pam Lim,1252,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,3,Wheat top grass,,
274,"MJV14-17-BIO-VT-10,-3-8B",1,50,35.23237,-115.793655,,,Pam Lim,1252,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,6,TNTC,3,Mojave yucca,12,
275,"MJV14-17-BIO-VT-10,-3-8C",1,51,35.23238,-115.793789,,,Pam Lim,1255,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,2,TNTC,3,Mormon tea,,
276,"MJV14-17-BIO-VT-10,-3-8C",1,51,35.23238,-115.793789,,,Pam Lim,1255,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,3,California buckwheat,,
277,"MJV14-17-BIO-VT-10,-3-8C",1,51,35.23238,-115.793789,,,Pam Lim,1255,Gravel,,,Wheat top grass,Poaceae,,TNTC,TNTC,3,Wheat top grass,,
278,"MJV14-17-BIO-VT-10,-3-8D",1,52,35.232387,-115.793902,,,Pam Lim,1256,Live plant,,,Pencil Cholla,Cactaceae,Cylindropuntia ramosissima,1,TNTC,5,Pencil cholla,,
279,"MJV14-17-BIO-VT-10,-3-8D",1,52,35.232387,-115.793902,,,Pam Lim,1256,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,5,Mormon tea,,
280,"MJV14-17-BIO-VT-10,-3-8D",1,52,35.232387,-115.793902,,,Pam Lim,1256,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,5,California buckwheat,,
281,"MJV14-17-BIO-VT-10,-3-8D",1,52,35.232387,-115.793902,,,Pam Lim,1256,Live plant,,,Fuzzy tops,Null,Null,2,TNTC,5,Fuzzy top grass,,
282,"MJV14-17-BIO-VT-10,-3-8D",1,52,35.232387,-115.793902,,,Pam Lim,1256,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
283,"MJV14-17-BIO-VT-10,-3-8E",1,53,35.232411,-115.794023,,,Pam Lim,100,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
284,"MJV14-17-BIO-VT-10,-3-8E",1,53,35.232411,-115.794023,,,Pam Lim,100,Live plant,,,Spiky top,Null,Null,3,TNTC,4,Spiky top unknown,,
285,"MJV14-17-BIO-VT-10,-3-8E",1,53,35.232411,-115.794023,,,Pam Lim,100,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
286,"MJV14-17-BIO-VT-10,-3-8E",1,53,35.232411,-115.794023,,,Pam Lim,100,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,6,TNTC,4,Mojave yucca,12,
287,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,White Bursage,Asteraceae,Ambrosia dumosa,1,TNTC,8,White bursage,,
288,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,Pencil Cholla,Cactaceae,Cylindropuntia ramosissima,1,TNTC,8,Pencil cholla,,
289,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,8,Hedgehog cactus,,
290,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,8,Mormon tea,,
291,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,8,California buckwheat,,
292,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,1,TNTC,8,Desert trumpet,,
293,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,Spiky top,Null,Null,TNTC,TNTC,8,Spiky top unknown,,
294,"MJV14-17-BIO-VT-10,-3-8F",1,54,35.23249,-115.794145,,,Pam Lim,107,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,8,Wheat top grass,,
295,"MJV14-17-BIO-VT-10,-3-8G",1,55,35.232456,-115.794385,,,Pam Lim,112,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,3,TNTC,5,Mormon tea,,
296,"MJV14-17-BIO-VT-10,-3-8G",1,55,35.232456,-115.794385,,,Pam Lim,112,Gravel,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,1,TNTC,5,Desert trumpet,,
297,"MJV14-17-BIO-VT-10,-3-8G",1,55,35.232456,-115.794385,,,Pam Lim,112,Gravel,,,Spiky top,Null,Null,TNTC,TNTC,5,Spiky top unknown,,
298,"MJV14-17-BIO-VT-10,-3-8G",1,55,35.232456,-115.794385,,,Pam Lim,112,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
299,"MJV14-17-BIO-VT-10,-3-8G",1,55,35.232456,-115.794385,,,Pam Lim,112,Gravel,,,,,,1,TNTC,5,Skeleton weed,12,
300,"MJV14-17-BIO-VT-10,-3-8H",1,56,35.232462,-115.794398,,,Pam Lim,116,Gravel,,,Mulefat,Asteraceae,Baccharis salicina,1,TNTC,5,Mulefat,,
301,"MJV14-17-BIO-VT-10,-3-8H",1,56,35.232462,-115.794398,,,Pam Lim,116,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,5,Mormon tea,,
302,"MJV14-17-BIO-VT-10,-3-8H",1,56,35.232462,-115.794398,,,Pam Lim,116,Gravel,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,2,TNTC,5,Desert trumpet,,
303,"MJV14-17-BIO-VT-10,-3-8H",1,56,35.232462,-115.794398,,,Pam Lim,116,Gravel,,,Spiky top,Null,Null,TNTC,TNTC,5,Spiky top unknown,,
304,"MJV14-17-BIO-VT-10,-3-8H",1,56,35.232462,-115.794398,,,Pam Lim,116,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
305,"MJV14-17-BIO-VT-10,-3-8I",1,57,35.232451,-115.794508,,,Pam Lim,124,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,TNTC,6,White bursage,,
306,"MJV14-17-BIO-VT-10,-3-8I",1,57,35.232451,-115.794508,,,Pam Lim,124,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,6,Mormon tea,,
307,"MJV14-17-BIO-VT-10,-3-8I",1,57,35.232451,-115.794508,,,Pam Lim,124,Gravel,,,Mojave Rabbitbush,Asteraceae,Ericameria paniculata,1,TNTC,6,Mojave rabbitbush,,
308,"MJV14-17-BIO-VT-10,-3-8I",1,57,35.232451,-115.794508,,,Pam Lim,124,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,6,California buckwheat,,
309,"MJV14-17-BIO-VT-10,-3-8I",1,57,35.232451,-115.794508,,,Pam Lim,124,Gravel,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,1,TNTC,6,Desert trumpet,,
310,"MJV14-17-BIO-VT-10,-3-8I",1,57,35.232451,-115.794508,,,Pam Lim,124,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,6,Wheat top grass,,
311,"MJV14-17-BIO-VT-10,-3-8J",1,58,35.232405,-115.79462,,,Pam Lim,127,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,TNTC,3,White bursage,,
312,"MJV14-17-BIO-VT-10,-3-8J",1,58,35.232405,-115.79462,,,Pam Lim,127,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,3,Mormon tea,,
313,"MJV14-17-BIO-VT-10,-3-8J",1,58,35.232405,-115.79462,,,Pam Lim,127,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,3,Wheat top grass,,
314,"MJV14-17-BIO-VT-10,-3-9A",1,59,35.232551,-115.79467,,,Pam Lim,143,Basalt,,,Mulefat,Asteraceae,Baccharis salicina,1,6,5,Mulefat,,
315,"MJV14-17-BIO-VT-10,-3-9A",1,59,35.232551,-115.79467,,,Pam Lim,143,Basalt,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,6,5,Hedgehog cactus,,
316,"MJV14-17-BIO-VT-10,-3-9A",1,59,35.232551,-115.79467,,,Pam Lim,143,Basalt,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,2,6,5,Desert trumpet,,
317,"MJV14-17-BIO-VT-10,-3-9A",1,59,35.232551,-115.79467,,,Pam Lim,143,Basalt,,,Beavertail Cactus,Cactaceae,Opuntia basilaris,1,6,5,Beavertail cactus,,
318,"MJV14-17-BIO-VT-10,-3-9A",1,59,35.232551,-115.79467,,,Pam Lim,145,Basalt,,,Unknown,Null,Null,1,6,5,Unknown #1,,
319,"MJV14-17-BIO-VT-10,-3-9B",1,60,35.232577,-115.794553,,,Pam Lim,150,Granite,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,1,TNTC,5,Desert trumpet,,
320,"MJV14-17-BIO-VT-10,-3-9B",1,60,35.232577,-115.794553,,,Pam Lim,150,Granite,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,1,TNTC,5,Barrel cactus,,
321,"MJV14-17-BIO-VT-10,-3-9B",1,60,35.232577,-115.794553,,,Pam Lim,150,Granite,,,Spiky top,Null,Null,1,TNTC,5,Spiky top unknown,,
322,"MJV14-17-BIO-VT-10,-3-9B",1,60,35.232577,-115.794553,,,Pam Lim,150,Granite,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
323,"MJV14-17-BIO-VT-10,-3-9B",1,60,35.232577,-115.794553,,,Pam Lim,150,Granite,,,,,,1,TNTC,5,Cat's claw,12,
324,"MJV14-17-BIO-VT-10,-3-9C",1,61,35.2326,-115.794435,,,Pam Lim,155,Basalt,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,6,Hedgehog cactus,,
325,"MJV14-17-BIO-VT-10,-3-9C",1,61,35.2326,-115.794435,,,Pam Lim,155,Basalt,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,6,Mormon tea,,
326,"MJV14-17-BIO-VT-10,-3-9C",1,61,35.2326,-115.794435,,,Pam Lim,155,Basalt,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,6,California buckwheat,,
327,"MJV14-17-BIO-VT-10,-3-9C",1,61,35.2326,-115.794435,,,Pam Lim,155,Basalt,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,2,TNTC,6,Desert trumpet,,
328,"MJV14-17-BIO-VT-10,-3-9C",1,61,35.2326,-115.794435,,,Pam Lim,155,Basalt,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,6,Wheat top grass,,
329,"MJV14-17-BIO-VT-10,-3-9C",1,61,35.2326,-115.794435,,,Pam Lim,155,Basalt,,,,,,1,TNTC,6,Skeleton weed,12,
330,"MJV14-17-BIO-VT-10,-3-9D",1,62,35.232589,-115.794324,,,Pam Lim,159,Basalt,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,1,TNTC,5,Barrel cactus,,
331,"MJV14-17-BIO-VT-10,-3-9D",1,62,35.232589,-115.794324,,,Pam Lim,159,Basalt,,,Spiky top,Null,Null,TNTC,TNTC,5,Spiky top unknown,,
332,"MJV14-17-BIO-VT-10,-3-9D",1,62,35.232589,-115.794324,,,Pam Lim,159,Basalt,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
333,"MJV14-17-BIO-VT-10,-3-9D",1,62,35.232589,-115.794324,,,Pam Lim,159,Basalt,,,,,,1,TNTC,5,Desert misteltoe,12,
334,"MJV14-17-BIO-VT-10,-3-9D",1,62,35.232589,-115.794324,,,Pam Lim,159,Basalt,,,,,,1,TNTC,5,Cat's claw,12,
335,"MJV14-17-BIO-VT-10,-3-9E",1,63,35.232576,-115.794197,,,Pam Lim,202,Granite,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,6,Hedgehog cactus,,
336,"MJV14-17-BIO-VT-10,-3-9E",1,63,35.232576,-115.794197,,,Pam Lim,202,Granite,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,6,Mormon tea,,
337,"MJV14-17-BIO-VT-10,-3-9E",1,63,35.232576,-115.794197,,,Pam Lim,202,Granite,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,1,TNTC,6,Barrel cactus,,
338,"MJV14-17-BIO-VT-10,-3-9E",1,63,35.232576,-115.794197,,,Pam Lim,202,Granite,,,Anderson Thornbush,Solanaceae,Lycium andersonii,1,TNTC,6,Anderson thornbush,,
339,"MJV14-17-BIO-VT-10,-3-9E",1,63,35.232576,-115.794197,,,Pam Lim,202,Granite,,,Spiky top,Null,Null,TNTC,TNTC,6,Spiky top unknown,,
340,"MJV14-17-BIO-VT-10,-3-9E",1,63,35.232576,-115.794197,,,Pam Lim,202,Granite,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,6,Wheat top grass,,
341,"MJV14-17-BIO-VT-10,-3-9F",1,64,35.232569,-115.794045,,,Pam Lim,205,Live plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,5,Hedgehog cactus,,
342,"MJV14-17-BIO-VT-10,-3-9F",1,64,35.232569,-115.794045,,,Pam Lim,205,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,5,Mormon tea,,
343,"MJV14-17-BIO-VT-10,-3-9F",1,64,35.232569,-115.794045,,,Pam Lim,205,Live plant,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,5,Creosote bush,,
344,"MJV14-17-BIO-VT-10,-3-9F",1,64,35.232569,-115.794045,,,Pam Lim,205,Live plant,,,Spiky top,Null,Null,TNTC,TNTC,5,Spiky top unknown,,
345,"MJV14-17-BIO-VT-10,-3-9F",1,64,35.232569,-115.794045,,,Pam Lim,205,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
346,"MJV14-17-BIO-VT-10,-3-9G",1,65,35.232571,-115.793906,,,Pam Lim,208,Live plant,,,California Cholla,Cactaceae,Cylindropuntia californica,1,TNTC,5,California cholla,,
347,"MJV14-17-BIO-VT-10,-3-9G",1,65,35.232571,-115.793906,,,Pam Lim,208,Live plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,5,Hedgehog cactus,,
348,"MJV14-17-BIO-VT-10,-3-9G",1,65,35.232571,-115.793906,,,Pam Lim,208,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,5,Mormon tea,,
349,"MJV14-17-BIO-VT-10,-3-9G",1,65,35.232571,-115.793906,,,Pam Lim,208,Live plant,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,3,TNTC,5,Barrel cactus,,
350,"MJV14-17-BIO-VT-10,-3-9G",1,65,35.232571,-115.793906,,,Pam Lim,208,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
351,"MJV14-17-BIO-VT-10,-3-9H",1,66,35.232561,-115.793792,,,Pam Lim,209,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
352,"MJV14-17-BIO-VT-10,-3-9H",1,66,35.232561,-115.793792,,,Pam Lim,209,Live plant,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,4,Creosote bush,,
353,"MJV14-17-BIO-VT-10,-3-9H",1,66,35.232561,-115.793792,,,Pam Lim,209,Live plant,,,Spiky top,Null,Null,TNTC,TNTC,4,Spiky top unknown,,
354,"MJV14-17-BIO-VT-10,-3-9H",1,66,35.232561,-115.793792,,,Pam Lim,209,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
355,"MJV14-17-BIO-VT-10,-3-9I",1,68,35.232494,-115.793669,,,Pam Lim,214,Live plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,4,Hedgehog cactus,,
356,"MJV14-17-BIO-VT-10,-3-9I",1,68,35.232494,-115.793669,,,Pam Lim,214,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
357,"MJV14-17-BIO-VT-10,-3-9I",1,68,35.232494,-115.793669,,,Pam Lim,214,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
358,"MJV14-17-BIO-VT-10,-3-9I",1,68,35.232494,-115.793669,,,Pam Lim,214,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,4,TNTC,4,Mojave yucca,12,
359,"MJV14-17-BIO-VT-10,-3-9J",1,67,35.232483,-115.793603,,,Pam Lim,219,Live plant,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,4,Creosote bush,,
360,"MJV14-17-BIO-VT-10,-3-9J",1,67,35.232483,-115.793603,,,Pam Lim,219,Live plant,,,Spiky top,Null,Null,TNTC,TNTC,4,Spiky top unknown,,
361,"MJV14-17-BIO-VT-10,-3-9J",1,67,35.232483,-115.793603,,,Pam Lim,219,Live plant,,,Unknown,Null,Null,1,TNTC,4,Unknown,,
362,"MJV14-17-BIO-VT-10,-3-9J",1,67,35.232483,-115.793603,,,Pam Lim,219,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
363,"MJV14-17-BIO-VT-10,-3-10A",1,69,35.232647,-115.793598,,,Pam Lim,227,Live plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,4,Hedgehog cactus,,
364,"MJV14-17-BIO-VT-10,-3-10A",1,69,35.232647,-115.793598,,,Pam Lim,227,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
365,"MJV14-17-BIO-VT-10,-3-10A",1,69,35.232647,-115.793598,,,Pam Lim,227,Live plant,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,4,Creosote bush,,
366,"MJV14-17-BIO-VT-10,-3-10A",1,69,35.232647,-115.793598,,,Pam Lim,227,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
367,"MJV14-17-BIO-VT-10,-3-10B",1,70,35.232682,-115.793736,,,Pam Lim,229,Basalt,,,Buckhorn Cholla,Cactaceae,Cylindropuntia acanthocarpa,1,TNTC,4,Buckhorn cholla,,
368,"MJV14-17-BIO-VT-10,-3-10B",1,70,35.232682,-115.793736,,,Pam Lim,229,Basalt,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
369,"MJV14-17-BIO-VT-10,-3-10B",1,70,35.232682,-115.793736,,,Pam Lim,229,Basalt,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,4,California buckwheat,,
370,"MJV14-17-BIO-VT-10,-3-10B",1,70,35.232682,-115.793736,,,Pam Lim,229,Basalt,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
371,"MJV14-17-BIO-VT-10,-3-10C",1,71,35.232677,-115.793892,,,Pam Lim,231,Live plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,4,Hedgehog cactus,,
372,"MJV14-17-BIO-VT-10,-3-10C",1,71,35.232677,-115.793892,,,Pam Lim,231,Live plant,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,4,Creosote bush,,
373,"MJV14-17-BIO-VT-10,-3-10C",1,71,35.232677,-115.793892,,,Pam Lim,232,Live plant,,,Pale green,Null,Null,1,TNTC,4,"Unknown ""pale green""",,
374,"MJV14-17-BIO-VT-10,-3-10C",1,71,35.232677,-115.793892,,,Pam Lim,231,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
375,"MJV14-17-BIO-VT-10,-3-10D",1,72,35.232671,-115.793993,,,Pam Lim,231,Basalt,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,5,Hedgehog cactus,,
376,"MJV14-17-BIO-VT-10,-3-10D",1,72,35.232671,-115.793993,,,Pam Lim,231,Basalt,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,5,Creosote bush,,
377,"MJV14-17-BIO-VT-10,-3-10D",1,72,35.232671,-115.793993,,,Pam Lim,231,Basalt,,,Pale green,Null,Null,1,TNTC,5,"Unknown ""pale green""",,
378,"MJV14-17-BIO-VT-10,-3-10D",1,72,35.232671,-115.793993,,,Pam Lim,231,Basalt,,,Spiky top,Null,Null,TNTC,TNTC,5,Spiky top unknown,,
379,"MJV14-17-BIO-VT-10,-3-10D",1,72,35.232671,-115.793993,,,Pam Lim,231,Basalt,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
380,"MJV14-17-BIO-VT-10,-3-10E",1,73,35.232685,-115.79421,,,Pam Lim,240,Basalt,,,Cottontop Cactus,Cactaceae,Echinocactus polycephalus,1,TNTC,4,Cottontop cactus,,
381,"MJV14-17-BIO-VT-10,-3-10E",1,73,35.232685,-115.79421,,,Pam Lim,240,Basalt,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
382,"MJV14-17-BIO-VT-10,-3-10E",1,73,35.232685,-115.79421,,,Pam Lim,240,Basalt,,,Pale green,Null,Null,1,TNTC,4,"Unknown ""pale green""",,
383,"MJV14-17-BIO-VT-10,-3-10E",1,73,35.232685,-115.79421,,,Pam Lim,240,Basalt,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
384,"MJV14-17-BIO-VT-10,-3-10F",1,74,35.232678,-115.794322,,,Pam Lim,249,Basalt,,,White Bursage,Asteraceae,Ambrosia dumosa,1,12,3,White bursage,,
385,"MJV14-17-BIO-VT-10,-3-10F",1,74,35.232678,-115.794322,,,Pam Lim,249,Basalt,,,Wheat top grass,Poaceae,Null,10,12,3,Wheat top grass,,
386,"MJV14-17-BIO-VT-10,-3-10F",1,74,35.232678,-115.794322,,,Pam Lim,249,Basalt,,,,,,1,12,3,Skeleton weed,12,
387,"MJV14-17-BIO-VT-10,-3-10G",1,75,35.232685,-115.794458,,,Pam Lim,245,Basalt,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,3,Mormon tea,,
388,"MJV14-17-BIO-VT-10,-3-10G",1,75,35.232685,-115.794458,,,Pam Lim,245,Basalt,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,3,Creosote bush,,
389,"MJV14-17-BIO-VT-10,-3-10G",1,75,35.232685,-115.794458,,,Pam Lim,245,Basalt,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,3,Wheat top grass,,
390,"MJV14-17-BIO-VT-10,-3-10H",1,76,35.232653,-115.794521,,,Pam Lim,251,Basalt,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,12,3,Mormon tea,,
391,"MJV14-17-BIO-VT-10,-3-10H",1,76,35.232653,-115.794521,,,Pam Lim,251,Basalt,,,Wheat top grass,Poaceae,Null,10,12,3,Wheat top grass,,
392,"MJV14-17-BIO-VT-10,-3-10H",1,76,35.232653,-115.794521,,,Pam Lim,251,Basalt,,,,,,1,12,3,Skeleton weed,12,
393,"MJV14-17-BIO-VT-10,-3-10I",1,77,35.232618,-115.794575,,,Pam Lim,254,Basalt,,,Pale green,Null,Null,2,TNTC,2,"Unknown ""pale green""",,
394,"MJV14-17-BIO-VT-10,-3-10I",1,77,35.232618,-115.794575,,,Pam Lim,254,Basalt,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,2,Wheat top grass,,
395,"MJV14-17-BIO-VT-10,-3-10J",1,78,35.232607,-115.79464,,,Pam Lim,259,Basalt,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,4,Hedgehog cactus,,
